0.60249,0.26857,0.19333,0.25714,0.23333
0.52723,0.46857,0.37333,0.42857,0.36667
0.46542,0.61143,0.56667,0.57143,0.56667
0.34277,0.66286,0.69333,0.62857,0.7
0.49116,0.75429,0.82667,0.68571,0.76667
0.54853,0.74286,0.80667,0.74286,0.76667
0.1603,0.61143,0.64,0.62857,0.63333
0.13512,0.49714,0.46,0.51429,0.46667
0.3372,0.30857,0.26,0.25714,0.26667
0.74757,0.097143,0.013333,0.14286,0.066667
